Folder Path,Solidity File Count,Contract Count,Function Count,Lines of Code
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/libraries,8,1,53,1251
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/interfaces,3,2,12,96
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/interfaces/callback,4,0,8,64
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/interfaces/engine,4,1,23,344
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Magic Cube Smart Contract/code,1,22,63,920
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/contracts,4,10,37,731
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/contracts/mocks,2,2,6,65
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/contracts/interfaces,1,0,5,13
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts/token/ERC20,2,2,26,384
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts/access,1,5,3,68
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts/GSN,1,2,2,24
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts/utils,2,7,17,203
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts/math,1,0,12,159
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/@openzeppelin/contracts-ethereum-package/contracts/math,1,0,12,150
./DAppSCAN-main/DAppSCAN-source/contracts/New_Alchemy_Security_Audit-The Rouge Project Smart Contract Audit/RougeTokens-b48becf0d0904e4bea3300115ecff33fcc0eec61,1,1,6,88
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Edain Technologies AG/edain-smartcontracts-9f0c4a5ffb97f23c7b5462420ad1f663301f69ba/contracts,3,3,20,370
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Centrality/bridge-contracts-047cecbfc86f10cdc3310c6ebb399de2e7c737a3,1,1,8,159
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts,4,6,16,138
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts/core,4,9,23,274
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts/erc20,4,11,48,588
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts/utils,5,7,17,148
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts/oracletype,2,4,8,56
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts,7,7,116,1826
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors,4,4,13,302
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/idle/interfaces,1,0,20,28
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/mstable,1,0,0,105
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/mstable/interfaces,3,1,54,267
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/curve/interfaces,3,0,26,78
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/swaps/interfaces,2,0,25,154
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/aave/protocol,1,0,0,49
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/aave/interfaces,4,1,56,592
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/connectors/balancer/interfaces,5,1,11,453
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/action_builders,8,8,16,751
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/registries,1,1,11,158
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/token_exchanges,8,8,8,876
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/tests,3,3,4,100
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/libraries/math,1,0,11,135
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/price_getters,10,10,25,356
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/governance,2,2,22,199
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/interfaces,7,0,19,153
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts,17,19,210,2871
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/test,16,17,68,1474
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/test/kovan,13,13,13,207
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/periphery,2,2,14,195
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/farming,1,3,14,184
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/lib,4,2,66,727
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/dex,5,5,50,642
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/liquidity,3,6,84,1332
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-OpenLeverage1.0/openleverage-contracts-e31d971bcb38ec8737cf1942b8fdf6a9452e5834/contracts/gov,3,3,46,583
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Deflyball-V2/code,4,18,40,616
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f,4,23,117,948
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-FarmHero/polygon-core-72130b46f9a0a8ce180406af5fbbf23433ec7cf3/contracts,7,104,461,6158
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL/staking-smart-contracts-e6ba771bba2a1e2c438202e246c963da2f3aa00f,1,1,9,139
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/mocks,2,2,10,87
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/stake,1,0,0,1
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives,2,5,25,486
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/utils,7,8,10,214
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/lib,2,0,4,54
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/lending-pool,3,0,0,12
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/proposals,1,1,1,125
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/interfaces,14,0,59,414
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/gov,1,0,0,1
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts,2,17,52,1140
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/interpreters,1,2,4,105
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/test,5,5,22,197
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/lib,1,4,9,135
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/interfaces,3,0,19,245
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main,7,5,131,1950
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main/utils,3,2,15,251
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Mocks,6,4,11,236
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Options,2,6,8,234
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Facade,1,4,9,218
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/utils,1,0,1,33
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Staking,1,3,12,255
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Pool,3,9,32,749
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Interfaces,2,3,26,332
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-b1bbcf88cc3f49e5d67954003313ede4520ba00a/contracts,54,127,817,11880
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-b1bbcf88cc3f49e5d67954003313ede4520ba00a/contracts/test-helpers,23,25,86,814
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-b1bbcf88cc3f49e5d67954003313ede4520ba00a/contracts/interfaces,26,0,331,1193
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-b1bbcf88cc3f49e5d67954003313ede4520ba00a/legacy/contracts,14,64,170,2697
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-b1bbcf88cc3f49e5d67954003313ede4520ba00a/legacy/common,11,21,32,412
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-bb4c0f3a52db71d03e4630dd9a603247e45dd01d/contracts,53,126,777,11084
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-bb4c0f3a52db71d03e4630dd9a603247e45dd01d/contracts/test-helpers,23,25,85,867
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-bb4c0f3a52db71d03e4630dd9a603247e45dd01d/contracts/interfaces,25,0,325,1175
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-bb4c0f3a52db71d03e4630dd9a603247e45dd01d/legacy/contracts,14,64,170,2697
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-bb4c0f3a52db71d03e4630dd9a603247e45dd01d/legacy/common,11,21,32,412
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-95d73f7b74483e72fffe1f8ee90f037a2f7b8773/contracts,53,126,777,11085
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-95d73f7b74483e72fffe1f8ee90f037a2f7b8773/contracts/test-helpers,23,25,85,867
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-95d73f7b74483e72fffe1f8ee90f037a2f7b8773/contracts/interfaces,25,0,325,1175
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-95d73f7b74483e72fffe1f8ee90f037a2f7b8773/legacy/contracts,14,64,170,2697
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-95d73f7b74483e72fffe1f8ee90f037a2f7b8773/legacy/common,11,21,32,412
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-09a0e0122c4e4439d96a1e761c6e2c0c4c81233b/contracts,56,132,832,12236
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-09a0e0122c4e4439d96a1e761c6e2c0c4c81233b/contracts/test-helpers,23,25,89,883
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-09a0e0122c4e4439d96a1e761c6e2c0c4c81233b/contracts/interfaces,27,0,337,1215
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-09a0e0122c4e4439d96a1e761c6e2c0c4c81233b/legacy/contracts,14,64,170,2697
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit/synthetix-09a0e0122c4e4439d96a1e761c6e2c0c4c81233b/legacy/common,11,21,32,412
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/ArrayUtilsLib,1,2,10,230
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/ArrayUtilsLib/truffle/test,2,2,64,314
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/ArrayUtilsLib/truffle/contracts,10,16,103,2207
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib,1,2,15,285
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/EvenDistroCrowdsale/v1.0.0,1,2,19,360
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/EvenDistroCrowdsale/truffle/contracts,11,18,160,1878
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/IICOLib/truffle/contracts,9,15,115,2006
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/DirectCrowdsale/v1.0.0,1,2,11,200
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/DirectCrowdsale/truffle/contracts,9,14,103,1392
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/WalletLib,3,24,34,1202
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/WalletLib/truffle/contracts,9,30,94,2014
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/StringUtilsLib,1,1,30,768
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/StringUtilsLib/truffle/test,2,2,77,509
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/StringUtilsLib/truffle/contracts,2,2,33,791
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/LinkedListLib,1,1,11,194
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/LinkedListLib/truffle/test,1,1,10,200
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/LinkedListLib/truffle/contracts,3,3,24,304
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/BasicMathLib,1,1,4,106
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/BasicMathLib/truffle/test,1,1,13,87
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/BasicMathLib/truffle/contracts,3,3,11,152
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/TokenLib,1,0,11,258
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/TokenLib/v1.0.0,1,0,11,246
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/TokenLib/truffle/test,1,2,13,166
./DAppSCAN-main/DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/TokenLib/truffle/contracts,6,5,40,509
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-MGPToken Smart Contract/code,1,19,63,914
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-COGI/cogi_contracts-c5dc614395f77a5b07c83223e5c8bac9d14d2e2c/contracts,4,4,26,400
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-COGI/cogi_contracts-c5dc614395f77a5b07c83223e5c8bac9d14d2e2c/contracts/common,1,1,6,85
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-COGI/cogi_contracts-c5dc614395f77a5b07c83223e5c8bac9d14d2e2c/contracts/common/meta-transactions,3,4,11,202
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-COGI/cogi_contracts-c5dc614395f77a5b07c83223e5c8bac9d14d2e2c/contracts/common/interfaces,2,0,21,40
./DAppSCAN-main/DAppSCAN-source/contracts/Ackee_Blockchain-Zunami_protocol/ZunamiProtocol-37dccabf5aa3697dce5eaf6457debb3ac7404fdd/contracts,1,2,18,356
./DAppSCAN-main/DAppSCAN-source/contracts/Ackee_Blockchain-Zunami_protocol/ZunamiProtocol-37dccabf5aa3697dce5eaf6457debb3ac7404fdd/contracts/strategies,17,17,34,1371
./DAppSCAN-main/DAppSCAN-source/contracts/Ackee_Blockchain-Zunami_protocol/ZunamiProtocol-37dccabf5aa3697dce5eaf6457debb3ac7404fdd/contracts/utils,2,1,0,244
./DAppSCAN-main/DAppSCAN-source/contracts/Ackee_Blockchain-Zunami_protocol/ZunamiProtocol-37dccabf5aa3697dce5eaf6457debb3ac7404fdd/contracts/interfaces,12,0,53,239
